num,etat,debut,fin,id
R263-5,MODIFIE,2016-11-14,2016-12-01,LEGIARTI000033384905
R263-5,MODIFIE,2016-12-01,2018-06-29,LEGIARTI000033476535
R263-5,MODIFIE,2018-06-29,2020-06-28,LEGIARTI000037115038
R263-5,MODIFIE,2020-06-28,2020-12-27,LEGIARTI000042054971
R263-5,ABROGE,2020-12-27,2022-01-01,LEGIARTI000042830733
R263-6,MODIFIE,2004-07-17,2020-01-01,LEGIARTI000006526397
R263-6,ABROGE,2020-01-01,2022-01-01,LEGIARTI000041434945
D263-7,ABROGE,2004-07-17,2017-03-30,LEGIARTI000006526399
R263-8,ABROGE,2013-08-21,2020-12-27,LEGIARTI000027874360
D*263-8,ABROGE,2004-07-17,2013-08-21,LEGIARTI000006526401
D*263-9,ABROGE,2004-07-17,2013-08-21,LEGIARTI000006526402
D*263-10,MODIFIE,2004-07-17,2006-11-01,LEGIARTI000006526403
D*263-10,ABROGE,2006-11-01,2013-08-21,LEGIARTI000020521548
D263-11,MODIFIE,2004-07-17,2017-03-30,LEGIARTI000006526404
D263-11,ABROGE,2017-03-30,2022-01-01,LEGIARTI000034304453
R264-1,MODIFIE,2004-07-17,2007-03-25,LEGIARTI000006526405
R264-1,MODIFIE,2007-03-25,2016-10-23,LEGIARTI000006526406
R264-1,ABROGE,2016-10-23,2022-01-01,LEGIARTI000033289195
R264-2,MODIFIE,2004-07-17,2012-02-01,LEGIARTI000006526407
R264-2,ABROGE,2012-02-01,2022-01-01,LEGIARTI000025164810
R264-3,MODIFIE,2004-07-17,2013-08-30,LEGIARTI000006526408
R264-3,MODIFIE,2013-08-30,2021-04-01,LEGIARTI000027912464
R264-3,MODIFIE,2021-04-01,2021-05-22,LEGIARTI000043309025
R264-3,ABROGE,2021-05-22,2022-01-01,LEGIARTI000043522763
D264-4,MODIFIE,2004-07-17,2014-12-01,LEGIARTI000006526421
D264-4,MODIFIE,2014-12-01,2017-03-30,LEGIARTI000029815889
D264-4,ABROGE,2017-03-30,2022-01-01,LEGIARTI000034304467
R264-5,MODIFIE,2004-07-17,2015-06-14,LEGIARTI000006526409
R264-5,MODIFIE,2015-06-14,2015-09-01,LEGIARTI000030739818
R264-5,MODIFIE,2015-09-01,2016-11-14,LEGIARTI000030896214
R264-5,MODIFIE,2016-11-14,2016-12-01,LEGIARTI000033384894
R264-5,MODIFIE,2016-12-01,2018-06-29,LEGIARTI000033476524
R264-5,MODIFIE,2018-06-29,2020-06-28,LEGIARTI000037115028
R264-5,MODIFIE,2020-06-28,2020-12-27,LEGIARTI000042054947
R264-5,ABROGE,2020-12-27,2022-01-01,LEGIARTI000042830712
R264-6,MODIFIE,2004-07-17,2020-01-01,LEGIARTI000006526410
R264-6,ABROGE,2020-01-01,2022-01-01,LEGIARTI000041434934
D264-7,ABROGE,2004-07-17,2017-03-30,LEGIARTI000006526422
R264-8,ABROGE,2013-08-21,2020-12-27,LEGIARTI000027874434
D*264-8,ABROGE,2004-07-17,2013-08-21,LEGIARTI000006526424
D*264-9,ABROGE,2004-07-17,2013-08-21,LEGIARTI000006526425
D264-10,MODIFIE,2004-07-17,2006-11-01,LEGIARTI000006526426
D264-10,ABROGE,2006-11-01,2013-08-21,LEGIARTI000020521555
D264-11,MODIFIE,2004-07-17,2017-03-30,LEGIARTI000006526427
D264-11,ABROGE,2017-03-30,2022-01-01,LEGIARTI000034304481
R264-12,ABROGE,2004-07-17,2022-01-01,LEGIARTI000006526413
R264-13,ABROGE,2004-07-17,2022-01-01,LEGIARTI000006526414
R264-14,ABROGE,2004-07-17,2022-01-01,LEGIARTI000006526415
R264-15,ABROGE,2004-07-17,2022-01-01,LEGIARTI000006526416
R264-16,ABROGE,2004-07-17,2022-01-01,LEGIARTI000006526417
R264-17,ABROGE,2004-07-17,2022-01-01,LEGIARTI000006526418
R264-18,ABROGE,2004-07-17,2022-01-01,LEGIARTI000006526419
R264-19,ABROGE,2004-07-17,2022-01-01,LEGIARTI000006526420
D271-1,MODIFIE,2008-12-21,2012-02-01,LEGIARTI000019979110
D271-1,MODIFIE,2012-02-01,2019-11-09,LEGIARTI000025164788
D271-1,ABROGE,2019-11-09,2022-01-01,LEGIARTI000039353245
D271-2,MODIFIE,2008-12-21,2019-11-09,LEGIARTI000019979062
D271-2,ABROGE,2019-11-09,2022-01-01,LEGIARTI000039353242
D311-1,MODIFIE,2006-05-24,2022-01-01,LEGIARTI000006526697
D311-1,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000045047597
D311-2,MODIFIE,2006-05-24,2022-01-01,LEGIARTI000006526698
D311-2,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000045047706
D311-3,VIGUEUR,2006-05-24,2999-01-01,LEGIARTI000006526700
D311-4,VIGUEUR,2006-05-24,2999-01-01,LEGIARTI000006526701
D311-5,VIGUEUR,2006-05-24,2999-01-01,LEGIARTI000006526702
D311-6,MODIFIE,2007-05-15,2016-09-01,LEGIARTI000006526703
D311-6,MODIFIE,2016-09-01,2019-09-02,LEGIARTI000032144457
D311-6,VIGUEUR,2019-09-02,2999-01-01,LEGIARTI000038895271
D311-7,MODIFIE,2007-05-15,2016-09-01,LEGIARTI000006526704
D311-7,MODIFIE_MORT_NE,2016-09-01,2016-01-04,LEGIARTI000030428834
D311-7,VIGUEUR,2016-09-01,2999-01-01,LEGIARTI000032144461
D311-8,MODIFIE,2007-05-15,2011-01-02,LEGIARTI000006526705
D311-8,MODIFIE,2011-01-02,2014-09-01,LEGIARTI000023396178
D311-8,MODIFIE,2014-09-01,2016-09-01,LEGIARTI000027763243
D311-8,VIGUEUR,2016-09-01,2999-01-01,LEGIARTI000032144469
D311-9,MODIFIE,2007-05-15,2016-09-01,LEGIARTI000006526706
D311-9,VIGUEUR,2016-09-01,2999-01-01,LEGIARTI000032144475
D311-10,VIGUEUR,2014-09-01,2999-01-01,LEGIARTI000027760346
D311-11,VIGUEUR,2014-11-21,2999-01-01,LEGIARTI000029781211
