num,etat,debut,fin,id
R631-1-6,VIGUEUR,2024-07-08,2999-01-01,LEGIARTI000049907075
R631-1-7,VIGUEUR,2019-11-06,2999-01-01,LEGIARTI000039313369
R631-1-8,VIGUEUR,2019-11-06,2999-01-01,LEGIARTI000039313391
R631-1-9,VIGUEUR,2019-11-06,2999-01-01,LEGIARTI000039313405
R631-1-10,VIGUEUR,2019-11-06,2999-01-01,LEGIARTI000039313410
R631-1-11,VIGUEUR,2019-11-06,2999-01-01,LEGIARTI000039313429
R631-1-12,VIGUEUR,2019-11-06,2999-01-01,LEGIARTI000039313434
D631-1,ABROGE,2013-08-21,2019-11-06,LEGIARTI000027864803
D631-2,MODIFIE,2013-08-21,2019-11-06,LEGIARTI000027864805
D631-2,VIGUEUR,2019-11-06,2999-01-01,LEGIARTI000039330706
D631-3,VIGUEUR,2013-08-21,2999-01-01,LEGIARTI000027864807
D631-4,VIGUEUR,2013-08-21,2999-01-01,LEGIARTI000027864809
D631-5,VIGUEUR,2013-08-21,2999-01-01,LEGIARTI000027864811
D631-6,VIGUEUR,2013-08-21,2999-01-01,LEGIARTI000027864813
D631-7,VIGUEUR,2013-08-21,2999-01-01,LEGIARTI000027864815
D631-8,VIGUEUR,2013-08-21,2999-01-01,LEGIARTI000027864817
D631-9,VIGUEUR,2013-08-21,2999-01-01,LEGIARTI000027864819
D631-10,VIGUEUR,2013-08-21,2999-01-01,LEGIARTI000027864821
D631-11,VIGUEUR,2013-08-21,2999-01-01,LEGIARTI000027864823
D631-12,VIGUEUR,2013-08-21,2999-01-01,LEGIARTI000027864825
D631-13,VIGUEUR,2013-08-21,2999-01-01,LEGIARTI000027864827
D631-14,VIGUEUR,2013-08-21,2999-01-01,LEGIARTI000027864829
D631-15,VIGUEUR,2013-08-21,2999-01-01,LEGIARTI000027864831
D631-16,MODIFIE,2013-08-21,2015-09-19,LEGIARTI000027864833
D631-16,MODIFIE,2015-09-19,2016-06-27,LEGIARTI000031182868
D631-16,VIGUEUR,2016-06-27,2999-01-01,LEGIARTI000032788081
R631-17,VIGUEUR,2013-08-21,2999-01-01,LEGIARTI000027864837
R631-18,VIGUEUR,2013-08-21,2999-01-01,LEGIARTI000027864839
R631-19,VIGUEUR,2013-08-21,2999-01-01,LEGIARTI000027864841
R631-20,VIGUEUR,2013-08-21,2999-01-01,LEGIARTI000027864843
R631-21,VIGUEUR,2013-08-21,2999-01-01,LEGIARTI000027864845
R631-21-1,VIGUEUR,2019-11-06,2999-01-01,LEGIARTI000039313460
D631-22,MODIFIE,2016-07-24,2023-03-15,LEGIARTI000032929928
D631-22,VIGUEUR,2023-03-15,2999-01-01,LEGIARTI000047307379
D631-23,MODIFIE,2018-06-14,2023-12-22,LEGIARTI000037052045
D631-23,VIGUEUR,2023-12-22,2999-01-01,LEGIARTI000048630462
R631-24,VIGUEUR,2020-03-20,2999-01-01,LEGIARTI000041734924
R631-24-1,VIGUEUR,2020-03-20,2999-01-01,LEGIARTI000041735043
R631-24-2,VIGUEUR,2020-03-20,2999-01-01,LEGIARTI000041735045
R631-24-3,VIGUEUR,2020-03-20,2999-01-01,LEGIARTI000041735052
R631-24-4,VIGUEUR,2020-03-20,2999-01-01,LEGIARTI000041735054
R631-24-5,VIGUEUR,2020-03-20,2999-01-01,LEGIARTI000041735061
R631-24-6,VIGUEUR,2020-03-20,2999-01-01,LEGIARTI000041735063
R631-24-7,VIGUEUR,2020-03-20,2999-01-01,LEGIARTI000041735070
R631-24-8,VIGUEUR,2020-03-20,2999-01-01,LEGIARTI000041735072
R631-24-9,VIGUEUR,2020-03-20,2999-01-01,LEGIARTI000041735074
R631-24-10,VIGUEUR,2020-03-20,2999-01-01,LEGIARTI000041735076
R631-24-11,VIGUEUR,2020-03-20,2999-01-01,LEGIARTI000041735078
R631-24-12,VIGUEUR,2020-03-20,2999-01-01,LEGIARTI000041735085
R631-24-13,VIGUEUR,2020-03-20,2999-01-01,LEGIARTI000041735087
R631-24-14,VIGUEUR,2020-03-20,2999-01-01,LEGIARTI000041735094
R631-24-15,MODIFIE,2020-03-20,2020-08-16,LEGIARTI000041735101
R631-24-15,VIGUEUR,2020-08-16,2999-01-01,LEGIARTI000042240238
R631-24-16,VIGUEUR,2020-03-20,2999-01-01,LEGIARTI000041735103
R631-24-17,MODIFIE,2020-03-20,2022-03-14,LEGIARTI000041735110
R631-24-17,VIGUEUR,2022-03-14,2999-01-01,LEGIARTI000045351285
R632-1,VIGUEUR,2020-08-02,2999-01-01,LEGIARTI000042203476
R632-1-1,VIGUEUR,2020-08-02,2999-01-01,LEGIARTI000042191521
R632-1-2,VIGUEUR,2020-08-02,2999-01-01,LEGIARTI000042191523
R632-1-3,VIGUEUR,2020-08-02,2999-01-01,LEGIARTI000042191525
R632-1-4,VIGUEUR,2020-08-02,2999-01-01,LEGIARTI000042191527
R632-1,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027864861
R632-1,TRANSFERE,2016-11-28,2020-08-02,LEGIARTI000033495115
R632-2,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027864863
R632-2,TRANSFERE,2016-11-28,2020-08-02,LEGIARTI000033495112
R632-2,MODIFIE,2020-08-02,2021-09-09,LEGIARTI000042203472
R632-2,VIGUEUR,2021-09-09,2999-01-01,LEGIARTI000044028520
R632-2-1,MODIFIE,2020-08-02,2021-09-09,LEGIARTI000042191554
R632-2-1,VIGUEUR,2021-09-09,2999-01-01,LEGIARTI000044028516
R632-2-2,VIGUEUR,2021-09-09,2999-01-01,LEGIARTI000044027704
R632-2-3,VIGUEUR,2021-09-09,2999-01-01,LEGIARTI000044027706
R632-2-4,VIGUEUR,2021-09-09,2999-01-01,LEGIARTI000044027708
R632-2-5,MODIFIE,2021-09-09,2023-08-11,LEGIARTI000044027710
R632-2-5,VIGUEUR,2023-08-11,2999-01-01,LEGIARTI000047953595
R632-2-6,VIGUEUR,2021-09-09,2999-01-01,LEGIARTI000044027712
R632-2-7,VIGUEUR,2021-09-09,2999-01-01,LEGIARTI000044027714
R632-2-8,VIGUEUR,2021-09-09,2999-01-01,LEGIARTI000044027716
R632-2-9,VIGUEUR,2021-09-09,2999-01-01,LEGIARTI000044027718
R632-2-10,MODIFIE,2021-09-09,2022-01-01,LEGIARTI000044027720
R632-2-10,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000045008725
R632-3,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027864865
R632-3,ABROGE,2016-11-28,2021-09-09,LEGIARTI000033495245
R632-4,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027864867
R632-4,ABROGE,2016-11-28,2021-09-09,LEGIARTI000033495235
R632-5,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027864869
R632-5,ABROGE,2016-11-28,2021-09-09,LEGIARTI000033495105
R632-6,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027864871
R632-6,ABROGE,2016-11-28,2021-09-09,LEGIARTI000033495102
R632-7,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027864873
R632-7,ABROGE,2016-11-28,2021-09-09,LEGIARTI000033495094
R632-8,MODIFIE,2013-08-21,2016-05-28,LEGIARTI000027864875
R632-8,MODIFIE,2016-05-28,2016-11-28,LEGIARTI000032590754
R632-8,ABROGE,2016-11-28,2021-09-09,LEGIARTI000033495047
R632-9,MODIFIE,2013-08-21,2016-05-28,LEGIARTI000027864877
R632-9,MODIFIE,2016-05-28,2016-11-28,LEGIARTI000032590717
R632-9,ABROGE,2016-11-28,2021-09-09,LEGIARTI000033495054
R632-10,MODIFIE,2013-08-21,2016-05-28,LEGIARTI000027864879
R632-10,MODIFIE,2016-05-28,2016-11-28,LEGIARTI000032590657
R632-11,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027864881
R632-12,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027864883
R632-13,MODIFIE,2013-08-21,2016-05-28,LEGIARTI000027864887
R632-13,MODIFIE,2016-05-28,2016-11-28,LEGIARTI000032590748
R632-14,MODIFIE,2013-08-21,2016-05-28,LEGIARTI000027864889
R632-14,MODIFIE,2016-05-28,2016-11-28,LEGIARTI000032590490
R632-15,MODIFIE,2013-08-21,2016-05-28,LEGIARTI000027864891
R632-15,MODIFIE,2016-05-28,2016-11-28,LEGIARTI000032590741
R632-16,MODIFIE,2013-08-21,2016-05-28,LEGIARTI000027864893
R632-16,MODIFIE,2016-05-28,2016-11-28,LEGIARTI000032590702
R632-17,MODIFIE,2013-08-21,2016-05-28,LEGIARTI000027864895
R632-17,MODIFIE,2016-05-28,2016-11-28,LEGIARTI000032590627
R632-18,MODIFIE,2013-08-21,2015-06-14,LEGIARTI000027864897
R632-18,MODIFIE,2015-06-14,2016-05-28,LEGIARTI000030740158
R632-18,MODIFIE,2016-05-28,2016-11-28,LEGIARTI000032590497
R632-19,MODIFIE,2013-08-21,2016-05-28,LEGIARTI000027864899
R632-19,MODIFIE,2016-05-28,2016-11-28,LEGIARTI000032590507
R632-20,MODIFIE,2013-08-21,2016-05-28,LEGIARTI000027864901
R632-20,MODIFIE,2016-05-28,2016-11-28,LEGIARTI000032590734
R632-21,MODIFIE,2013-08-21,2016-05-28,LEGIARTI000027864903
R632-21,MODIFIE,2016-05-28,2016-11-28,LEGIARTI000032590690
R632-10,MODIFIE,2016-11-28,2021-09-09,LEGIARTI000033495062
R632-10,VIGUEUR,2021-09-09,2999-01-01,LEGIARTI000044028774
R632-11,MODIFIE,2016-11-28,2020-08-16,LEGIARTI000033495078
R632-11,MODIFIE,2020-08-16,2021-09-09,LEGIARTI000042240270
R632-11,VIGUEUR,2021-09-09,2999-01-01,LEGIARTI000044028756
R632-12,MODIFIE,2016-11-28,2022-01-01,LEGIARTI000033495173
R632-12,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000045008642
R632-22,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027864907
R632-23,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027864909
R632-13,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033495084
R632-14,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033495087
R632-15,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033495043
R632-16,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033495031
R632-17,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033495025
R632-18,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033495015
R632-19,MODIFIE,2016-11-28,2019-12-12,LEGIARTI000033495001
R632-19,VIGUEUR,2019-12-12,2999-01-01,LEGIARTI000039478495
R632-20,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033494997
R632-21,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033494987
R632-22,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033494981
R632-23,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033494971
R632-24,MODIFIE,2013-08-21,2016-05-28,LEGIARTI000027864913
R632-24,MODIFIE,2016-05-28,2016-11-28,LEGIARTI000032590647
R632-24,MODIFIE,2016-11-28,2021-09-09,LEGIARTI000033494963
R632-24,VIGUEUR,2021-09-09,2999-01-01,LEGIARTI000044028748
R632-25,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027864915
R632-25,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033494955
R632-26,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027864917
R632-26,MODIFIE,2016-11-28,2019-12-12,LEGIARTI000033494945
R632-27,MODIFIE,2013-08-21,2016-05-28,LEGIARTI000027864919
R632-27,MODIFIE,2016-05-28,2016-11-28,LEGIARTI000032590728
R632-28,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027864921
R632-28,MODIFIE,2016-11-28,2019-12-12,LEGIARTI000033494933
R632-29,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027864923
R632-30,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027864925
R632-31,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027864927
R632-31,MODIFIE,2016-11-28,2019-12-12,LEGIARTI000033494919
R632-32,MODIFIE,2013-08-21,2016-05-28,LEGIARTI000027864929
R632-32,MODIFIE,2016-05-28,2016-11-28,LEGIARTI000032590684
R632-32,MODIFIE,2016-11-28,2019-12-12,LEGIARTI000033494914
R632-33,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027864931
R632-33,MODIFIE,2016-11-28,2019-12-12,LEGIARTI000033494905
R632-34,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027864933
R632-35,MODIFIE,2013-08-21,2016-05-28,LEGIARTI000027864937
R632-35,MODIFIE,2016-05-28,2016-11-28,LEGIARTI000032590676
R632-36,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027864940
R632-26,VIGUEUR,2019-12-12,2999-01-01,LEGIARTI000039478490
R632-27,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033494942
R632-28,VIGUEUR,2019-12-12,2999-01-01,LEGIARTI000039478482
R632-28-1,VIGUEUR,2020-08-02,2999-01-01,LEGIARTI000042191529
R632-28-2,VIGUEUR,2020-08-02,2999-01-01,LEGIARTI000042191531
R632-28-3,VIGUEUR,2020-08-02,2999-01-01,LEGIARTI000042191533
R632-28-4,VIGUEUR,2020-08-02,2999-01-01,LEGIARTI000042191535
R632-29,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033494928
R632-30,MODIFIE,2016-11-28,2021-09-09,LEGIARTI000033494924
R632-30,MODIFIE,2021-09-09,2022-01-01,LEGIARTI000044028740
R632-30,VIGUEUR,2022-01-01,2999-01-01,LEGIARTI000045008714
R632-31,VIGUEUR,2019-12-12,2999-01-01,LEGIARTI000039478477
R632-32,MODIFIE,2019-12-12,2020-11-01,LEGIARTI000039478471
R632-32,MODIFIE,2020-11-01,2021-11-19,LEGIARTI000042240263
R632-32,VIGUEUR,2021-11-19,2999-01-01,LEGIARTI000044339045
R632-33,MODIFIE,2019-12-12,2021-11-19,LEGIARTI000039478464
R632-33,MODIFIE,2021-11-19,2023-03-17,LEGIARTI000044339032
R632-33,VIGUEUR,2023-03-17,2999-01-01,LEGIARTI000047312754
R632-34,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033494902
R632-35,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033494894
R632-36,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033494890
R632-37,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027864944
R632-37,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033494882
R632-38,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027864947
R632-38,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033494875
R632-39,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027864949
R632-39,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033494870
R632-40,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027864951
R632-41,MODIFIE,2013-08-21,2016-05-28,LEGIARTI000027864953
R632-41,MODIFIE,2016-05-28,2016-11-28,LEGIARTI000032590530
R632-42,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027864955
R632-43,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027864957
R632-44,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027864959
R632-45,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027864961
R632-46,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027864965
R632-47,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027864967
R632-48,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027864969
R632-40,MODIFIE,2016-11-28,2022-03-14,LEGIARTI000033495166
R632-40,VIGUEUR,2022-03-14,2999-01-01,LEGIARTI000045351281
R632-41,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033495146
R632-49,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027864971
R632-50,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027864978
R632-51,MODIFIE,2013-08-21,2016-05-28,LEGIARTI000027864994
R632-51,MODIFIE,2016-05-28,2016-11-28,LEGIARTI000032590633
R632-42,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033494859
R632-43,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033494854
R632-52,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027864999
R632-44,MODIFIE,2016-11-28,2021-09-09,LEGIARTI000033494848
R632-45,MODIFIE,2016-11-28,2021-09-09,LEGIARTI000033494839
R632-46,MODIFIE,2016-11-28,2021-09-09,LEGIARTI000033494830
R632-47,MODIFIE,2016-11-28,2019-12-12,LEGIARTI000033494821
R632-47,MODIFIE,2019-12-12,2021-09-09,LEGIARTI000039478458
R632-48,MODIFIE,2016-11-28,2019-12-12,LEGIARTI000033494814
R632-48,MODIFIE,2019-12-12,2020-08-02,LEGIARTI000039478454
R632-48,MODIFIE,2020-08-02,2021-09-09,LEGIARTI000042203480
R632-49,MODIFIE,2016-11-28,2019-12-12,LEGIARTI000033494801
R632-49,MODIFIE,2019-12-12,2021-09-09,LEGIARTI000039478444
R632-50,MODIFIE,2016-11-28,2021-09-09,LEGIARTI000033494776
R632-51,MODIFIE,2016-11-28,2021-09-09,LEGIARTI000033494783
R632-52,MODIFIE,2016-11-28,2021-09-09,LEGIARTI000033494789
R632-53,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027865003
R632-54,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027865005
R632-55,MODIFIE,2013-08-21,2016-05-28,LEGIARTI000027865007
R632-55,MODIFIE,2016-05-28,2016-11-28,LEGIARTI000032590621
R632-53,MODIFIE,2016-11-28,2020-08-16,LEGIARTI000033494794
R632-53,MODIFIE,2020-08-16,2021-09-09,LEGIARTI000042240258
R632-44,VIGUEUR,2021-09-09,2999-01-01,LEGIARTI000044028728
R632-44-1,VIGUEUR,2021-09-09,2999-01-01,LEGIARTI000044027985
R632-44-2,VIGUEUR,2021-09-09,2999-01-01,LEGIARTI000044027987
R632-44-3,VIGUEUR,2021-09-09,2999-01-01,LEGIARTI000044027989
R632-45,VIGUEUR,2021-09-09,2999-01-01,LEGIARTI000044028672
R632-46,VIGUEUR,2021-09-09,2999-01-01,LEGIARTI000044028664
R632-46-1,VIGUEUR,2021-09-09,2999-01-01,LEGIARTI000044028208
R632-46-2,VIGUEUR,2021-09-09,2999-01-01,LEGIARTI000044028210
R632-47,VIGUEUR,2021-09-09,2999-01-01,LEGIARTI000044028715
R632-48,VIGUEUR,2021-09-09,2999-01-01,LEGIARTI000044028698
R632-49,VIGUEUR,2021-09-09,2999-01-01,LEGIARTI000044028642
R632-50,VIGUEUR,2021-09-09,2999-01-01,LEGIARTI000044028692
R632-51,VIGUEUR,2021-09-09,2999-01-01,LEGIARTI000044028686
R632-52,VIGUEUR,2021-09-09,2999-01-01,LEGIARTI000044028681
R632-53,VIGUEUR,2021-09-09,2999-01-01,LEGIARTI000044028629
R632-54,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033495212
R632-55,MODIFIE,2016-11-28,2021-09-09,LEGIARTI000033495208
R632-55,VIGUEUR,2021-09-09,2999-01-01,LEGIARTI000044028625
R632-56,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033495205
R632-57,MODIFIE,2016-11-28,2021-09-09,LEGIARTI000033495200
R632-57,VIGUEUR,2021-09-09,2999-01-01,LEGIARTI000044028616
R632-58,MODIFIE,2016-11-28,2021-09-09,LEGIARTI000033495192
R632-58,ABROGE,2021-09-09,2022-01-01,LEGIARTI000044028609
R632-59,ABROGE,2016-11-28,2022-01-01,LEGIARTI000033495187
R632-60,ABROGE,2016-11-28,2022-01-01,LEGIARTI000033495180
R632-61,VIGUEUR,2021-09-01,2999-01-01,LEGIARTI000033495138
R632-62,VIGUEUR,2021-09-01,2999-01-01,LEGIARTI000033495135
R632-63,VIGUEUR,2021-09-01,2999-01-01,LEGIARTI000033495124
R632-64,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033494769
R632-65,MODIFIE,2016-11-28,2021-09-09,LEGIARTI000033494762
R632-65,VIGUEUR,2021-09-09,2999-01-01,LEGIARTI000044028604
R632-66,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033494753
R632-67,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033494744
R632-68,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033494740
R632-69,MODIFIE,2016-11-28,2021-09-09,LEGIARTI000033494737
R632-69,VIGUEUR,2021-09-09,2999-01-01,LEGIARTI000044028594
R632-70,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033494730
R632-71,MODIFIE,2016-11-28,2021-09-09,LEGIARTI000033494724
R632-71,VIGUEUR,2021-09-09,2999-01-01,LEGIARTI000044028582
R632-72,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033494720
R632-73,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033494714
R632-74,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033494709
R632-75,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033494705
R632-76,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033494699
R632-77,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033494693
R632-78,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033494686
R632-79,VIGUEUR,2016-11-28,2999-01-01,LEGIARTI000033494679
R632-56,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027865011
R632-57,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027865013
R632-58,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027865015
R632-59,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027865017
R632-60,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027865019
R632-61,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027865021
R632-62,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027865023
R632-63,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027865025
R632-64,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027865027
R632-65,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027865029
R632-80,ABROGE,2016-11-28,2020-03-20,LEGIARTI000033494503
R632-81,ABROGE,2016-11-28,2020-03-20,LEGIARTI000033494505
R632-82,ABROGE,2016-11-28,2020-03-20,LEGIARTI000033494507
R632-83,ABROGE,2016-11-28,2020-03-20,LEGIARTI000033494509
R632-84,ABROGE,2016-11-28,2020-03-20,LEGIARTI000033494511
R632-85,ABROGE,2016-11-28,2020-03-20,LEGIARTI000033494513
R632-86,ABROGE,2016-11-28,2020-03-20,LEGIARTI000033494515
R632-87,ABROGE,2016-11-28,2020-03-20,LEGIARTI000033494517
R632-66,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027865033
R632-67,MODIFIE,2013-08-21,2013-12-02,LEGIARTI000027865035
R632-67,MODIFIE,2013-12-02,2016-11-28,LEGIARTI000028265981
R632-68,MODIFIE,2013-08-21,2013-12-02,LEGIARTI000027865037
R632-68,MODIFIE,2013-12-02,2016-05-28,LEGIARTI000028265978
R632-68,MODIFIE,2016-05-28,2016-11-28,LEGIARTI000032590642
R632-69,MODIFIE,2013-08-21,2013-12-02,LEGIARTI000027865039
R632-69,MODIFIE,2013-12-02,2016-11-28,LEGIARTI000028265975
R632-70,MODIFIE,2013-08-21,2013-12-02,LEGIARTI000027865041
R632-70,MODIFIE,2013-12-02,2016-11-28,LEGIARTI000028265971
R632-71,MODIFIE,2013-08-21,2013-12-02,LEGIARTI000027865043
R632-71,MODIFIE,2013-12-02,2016-11-28,LEGIARTI000028265967
R632-72,MODIFIE,2013-08-21,2013-12-02,LEGIARTI000027865045
R632-72,MODIFIE,2013-12-02,2016-11-28,LEGIARTI000028265964
R632-73,MODIFIE,2013-08-21,2013-12-02,LEGIARTI000027865047
R632-73,MODIFIE,2013-12-02,2016-11-28,LEGIARTI000028265961
R632-74,MODIFIE,2013-08-21,2013-12-02,LEGIARTI000027865049
R632-74,MODIFIE,2013-12-02,2016-11-28,LEGIARTI000028265956
R632-75,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027865053
R632-76,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027865055
R632-77,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027865057
R632-78,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027865059
R632-79,MODIFIE,2013-08-21,2016-11-28,LEGIARTI000027865061
D633-1,MODIFIE,2013-08-21,2019-08-23,LEGIARTI000027865083
D633-1,MODIFIE,2019-08-23,2019-10-07,LEGIARTI000038944967
D633-1,VIGUEUR,2019-10-07,2999-01-01,LEGIARTI000039193416
D633-2,MODIFIE,2013-08-21,2017-02-24,LEGIARTI000027865085
D633-2,MODIFIE,2017-02-24,2019-10-07,LEGIARTI000034076544
D633-2,MODIFIE,2019-10-07,2019-11-01,LEGIARTI000039193407
D633-2,VIGUEUR,2019-11-01,2999-01-01,LEGIARTI000039332061
D633-3,MODIFIE,2013-08-21,2019-10-07,LEGIARTI000027865087
D633-3,MODIFIE,2019-10-07,2019-11-01,LEGIARTI000039193401
D633-3,VIGUEUR,2019-11-01,2999-01-01,LEGIARTI000039332056
D633-4,MODIFIE,2013-08-21,2019-10-07,LEGIARTI000027865089
D633-4,VIGUEUR,2019-10-07,2999-01-01,LEGIARTI000039193428
D633-5,MODIFIE,2013-08-21,2019-10-07,LEGIARTI000027865091
D633-5,VIGUEUR,2019-10-07,2999-01-01,LEGIARTI000039193422
D633-6,MODIFIE,2013-08-21,2019-10-07,LEGIARTI000027865093
D633-6,VIGUEUR,2019-10-07,2999-01-01,LEGIARTI000039193394
D633-7,MODIFIE,2013-08-21,2019-10-07,LEGIARTI000027865095
D633-7,VIGUEUR,2019-10-07,2999-01-01,LEGIARTI000039193382
D633-8,MODIFIE,2013-08-21,2019-10-07,LEGIARTI000027865097
D633-8,VIGUEUR,2019-10-07,2999-01-01,LEGIARTI000039193375
D633-9,MODIFIE,2013-08-21,2019-10-07,LEGIARTI000027865101
D633-9,VIGUEUR,2019-10-07,2999-01-01,LEGIARTI000039193362
D633-10,MODIFIE,2013-08-21,2019-10-07,LEGIARTI000027865104
D633-10,VIGUEUR,2019-10-07,2999-01-01,LEGIARTI000039193352
D633-11,MODIFIE,2013-08-21,2016-07-24,LEGIARTI000027865106
D633-11,MODIFIE,2016-07-24,2019-10-07,LEGIARTI000032931848
D633-11,VIGUEUR,2019-10-07,2999-01-01,LEGIARTI000039193346
D633-11-1,VIGUEUR,2019-10-07,2999-01-01,LEGIARTI000039186498
D633-12,MODIFIE,2013-08-21,2019-10-07,LEGIARTI000027865108
D633-12,VIGUEUR,2019-10-07,2999-01-01,LEGIARTI000039193338
D633-13,MODIFIE,2013-08-21,2016-07-24,LEGIARTI000027865110
D633-13,MODIFIE,2016-07-24,2019-10-07,LEGIARTI000032931783
D633-13,MODIFIE,2019-10-07,2020-11-01,LEGIARTI000039193329
D633-13,VIGUEUR,2020-11-01,2999-01-01,LEGIARTI000042479793
D633-14,MODIFIE,2013-08-21,2016-07-24,LEGIARTI000027865112
D633-14,MODIFIE,2016-07-24,2019-10-07,LEGIARTI000032931840
D633-14,VIGUEUR,2019-10-07,2999-01-01,LEGIARTI000039193321
D633-15,MODIFIE,2013-08-21,2016-02-12,LEGIARTI000027865114
D633-15,MODIFIE,2016-02-12,2016-07-24,LEGIARTI000032036174
D633-15,MODIFIE,2016-07-24,2019-10-07,LEGIARTI000032931790
D633-15,MODIFIE,2019-10-07,2022-09-18,LEGIARTI000039193303
D633-15,VIGUEUR,2022-09-18,2999-01-01,LEGIARTI000046302157
